event_id,event_start_date,event_end_date,risk_id,business_line,business_line_id,causal_factor,causal_factor_id,province_occurred,city_occurred,location_id,gross_loss_cny,recovery_amount_cny,net_loss_cny,log_gross_loss,loss_severity_bucket,is_high_loss,num_banks_involved,primary_bank_code,event_duration_months,description,event_date,gross_loss,recovery_amount,net_loss,business_unit,mitigation_status,mitigation_due_date,expected_loss,probability_score
2405,2018-12-01,,RISK-0016,Commercial banking,BL-003,Process,CF-003,Beijing,Huangshi,LOC-0876,198000.0,0.0,198000.0,12.19602736016897,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by Process in Commercial banking located in Beijing, Huangshi.",2018-12-01,198000.0,0.0,198000.0,Commercial banking,Unknown,,198000.0,
2406,2018-12-01,,RISK-0057,Asset management,BL-002,Process,CF-003,Beijing,,LOC-0035,250000.0,0.0,250000.0,12.429220196836383,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing, Unknown city.",2018-12-01,250000.0,0.0,250000.0,Asset management,Unknown,,250000.0,
2407,2019-01-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Beijing,Baise,LOC-0877,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,6,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Baise.",2019-01-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2408,2018-12-01,,RISK-0070,Payment and settlement,BL-006,People,CF-002,"Beijing,Henan",,LOC-0653,500000.0,0.0,500000.0,13.122365377402328,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Beijing,Henan, Unknown city.",2018-12-01,500000.0,0.0,500000.0,Payment and settlement,Unknown,,500000.0,
2409,2019-01-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Henan,Zhengzhou,LOC-0018,500000.0,0.0,500000.0,13.122365377402328,Medium,0,1,7,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Henan, Zhengzhou.",2019-01-01,500000.0,0.0,500000.0,Asset management,Unknown,,500000.0,
2410,2019-01-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,Zhengzhou,LOC-0018,500000.0,0.0,500000.0,13.122365377402328,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Zhengzhou.",2019-01-01,500000.0,0.0,500000.0,Asset management,Unknown,,500000.0,
2411,2019-01-01,,RISK-0076,Commercial banking,BL-003,People,CF-002,Henan,Zhengzhou,LOC-0018,500000.0,0.0,500000.0,13.122365377402328,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Commercial banking located in Henan, Zhengzhou.",2019-01-01,500000.0,0.0,500000.0,Commercial banking,Unknown,,500000.0,
2412,2019-01-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,,LOC-0082,400000.0,0.0,400000.0,12.899222326086994,Medium,0,1,155,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Unknown city.",2019-01-01,400000.0,0.0,400000.0,Asset management,Unknown,,400000.0,
2413,2019-01-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,Wenzhou,LOC-0878,450000.0,0.0,450000.0,13.017005083966255,Medium,0,1,155,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Wenzhou.",2019-01-01,450000.0,0.0,450000.0,Asset management,Unknown,,450000.0,
2414,2019-01-01,,RISK-0031,Asset management,BL-002,People,CF-002,Henan,Zhengzhou,LOC-0018,800000.0,0.0,800000.0,13.592368256649284,Medium,0,2,6,,"Operational risk event: Internal fraud caused by People in Asset management located in Henan, Zhengzhou.",2019-01-01,800000.0,0.0,800000.0,Asset management,Unknown,,800000.0,
2415,2019-01-01,,RISK-0031,Asset management,BL-002,People,CF-002,Henan,Jiaozuo,LOC-0252,250000.0,0.0,250000.0,12.429220196836383,Medium,0,1,97,,"Operational risk event: Internal fraud caused by People in Asset management located in Henan, Jiaozuo.",2019-01-01,250000.0,0.0,250000.0,Asset management,Unknown,,250000.0,
2416,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Henan,Zhengzhou,LOC-0018,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,18,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Henan, Zhengzhou.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2417,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,"Beijing,Hubei",,LOC-0400,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,6155,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Hubei, Unknown city.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2418,2018-12-01,,RISK-0057,Asset management,BL-002,Process,CF-003,"Beijing,Hubei",,LOC-0400,1000000.0,0.0,1000000.0,13.815511557963774,High,0,2,6,,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Hubei, Unknown city.",2018-12-01,1000000.0,0.0,1000000.0,Asset management,Unknown,,1000000.0,
2419,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,Zhumadian,LOC-0214,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,6156,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Zhumadian.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2420,2018-12-01,,RISK-0003,Payment and settlement,BL-006,People,CF-002,Henan,Jiaozuo,LOC-0252,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,97,,"Operational risk event: Internal fraud caused by People in Payment and settlement located in Henan, Jiaozuo.",2018-12-01,200000.0,0.0,200000.0,Payment and settlement,Unknown,,200000.0,
2421,2018-12-01,,RISK-0080,No business line,BL-005,People,CF-002,Henan,"Jiaozuo,Yangjiang",LOC-0879,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,156,,"Operational risk event: Employment practices and workplace safety caused by People in No business line located in Henan, Jiaozuo,Yangjiang.",2018-12-01,200000.0,0.0,200000.0,No business line,Unknown,,200000.0,
2422,2018-12-01,,RISK-0065,Payment and settlement,BL-006,Process,CF-003,Henan,Zhengzhou,LOC-0018,500000.0,0.0,500000.0,13.122365377402328,Medium,0,1,11,,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Henan, Zhengzhou.",2018-12-01,500000.0,0.0,500000.0,Payment and settlement,Unknown,,500000.0,
2423,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Anhui,,LOC-0020,100000.0,0.0,100000.0,11.51293546492023,Medium,0,1,6155,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Anhui, Unknown city.",2018-12-01,100000.0,0.0,100000.0,Asset management,Unknown,,100000.0,
2424,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,,LOC-0062,100000.0,0.0,100000.0,11.51293546492023,Medium,0,1,156,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city.",2018-12-01,100000.0,0.0,100000.0,Asset management,Unknown,,100000.0,
2425,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,Nanyang,LOC-0050,200000.0,0.0,200000.0,12.206077645517674,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Nanyang.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2426,2018-12-01,,RISK-0070,Payment and settlement,BL-006,People,CF-002,Henan,Nanyang,LOC-0050,200000.0,0.0,200000.0,12.206077645517674,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Henan, Nanyang.",2018-12-01,200000.0,0.0,200000.0,Payment and settlement,Unknown,,200000.0,
2427,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,,LOC-0062,200000.0,0.0,200000.0,12.206077645517674,Medium,0,0,,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2428,2018-12-01,,RISK-0031,Asset management,BL-002,People,CF-002,Anhui,,LOC-0020,95798.0,0.0,95798.0,11.470007525491111,Low,0,1,5,,"Operational risk event: Internal fraud caused by People in Asset management located in Anhui, Unknown city.",2018-12-01,95798.0,0.0,95798.0,Asset management,Unknown,,95798.0,
2429,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,Ulanqab,LOC-0841,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,9,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Ulanqab.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2430,2018-12-01,,RISK-0080,No business line,BL-005,People,CF-002,"Beijing,Jilin",Jilin,LOC-0845,1500000.0,0.0,1500000.0,14.220976332738882,High,0,1,155,,"Operational risk event: Employment practices and workplace safety caused by People in No business line located in Beijing,Jilin, Jilin.",2018-12-01,1500000.0,0.0,1500000.0,No business line,Unknown,,1500000.0,
2431,2017-11-01,,RISK-0031,Asset management,BL-002,People,CF-002,,Handan,LOC-0880,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,153,,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Handan.",2017-11-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2432,2017-11-01,,RISK-0031,Asset management,BL-002,People,CF-002,,,LOC-0062,300000.0,0.0,300000.0,12.611541086966115,Medium,0,0,,,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city.",2017-11-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2433,2017-11-01,,RISK-0031,Asset management,BL-002,People,CF-002,,,LOC-0062,300000.0,0.0,300000.0,12.611541086966115,Medium,0,0,,,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city.",2017-11-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2434,2017-11-01,,RISK-0031,Asset management,BL-002,People,CF-002,,,LOC-0062,300000.0,0.0,300000.0,12.611541086966115,Medium,0,0,,,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city.",2017-11-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2435,2017-11-01,,RISK-0031,Asset management,BL-002,People,CF-002,,,LOC-0062,300000.0,0.0,300000.0,12.611541086966115,Medium,0,0,,,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city.",2017-11-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2436,2018-12-01,,RISK-0070,Payment and settlement,BL-006,People,CF-002,Henan,"Nanyang,Luoyang",LOC-0881,500000.0,0.0,500000.0,13.122365377402328,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Henan, Nanyang,Luoyang.",2018-12-01,500000.0,0.0,500000.0,Payment and settlement,Unknown,,500000.0,
2437,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Zhejiang,Lishui,LOC-0469,250000.0,0.0,250000.0,12.429220196836383,Medium,0,2,6,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Zhejiang, Lishui.",2018-12-01,250000.0,0.0,250000.0,Asset management,Unknown,,250000.0,
2438,2018-12-01,,RISK-0065,Payment and settlement,BL-006,Process,CF-003,Hubei,,LOC-0150,250000.0,0.0,250000.0,12.429220196836383,Medium,0,1,6155,,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Hubei, Unknown city.",2018-12-01,250000.0,0.0,250000.0,Payment and settlement,Unknown,,250000.0,
2439,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,,LOC-0062,400000.0,0.0,400000.0,12.899222326086994,Medium,0,1,8,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city.",2018-12-01,400000.0,0.0,400000.0,Asset management,Unknown,,400000.0,
2440,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Zhejiang,Lishui,LOC-0469,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,6156,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Zhejiang, Lishui.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2441,2018-12-01,2018-12-01,RISK-0011,Asset management,BL-002,People,CF-002,Hebei,Shijiazhuang,LOC-0096,50000.0,0.0,50000.0,10.819798284210286,Low,0,1,156,0.0,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Hebei, Shijiazhuang.",2018-12-01,50000.0,0.0,50000.0,Asset management,Unknown,,50000.0,
2442,2018-12-01,2018-12-01,RISK-0086,No business line,BL-005,Process,CF-003,Hebei,,LOC-0113,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,153,0.0,"Operational risk event: Execution, delivery & process management caused by Process in No business line located in Hebei, Unknown city.",2018-12-01,200000.0,0.0,200000.0,No business line,Unknown,,200000.0,
2443,2018-12-01,2018-12-01,RISK-0071,Asset management,BL-002,People,CF-002,Hebei,,LOC-0113,1500000.0,0.0,1500000.0,14.220976332738882,High,0,0,,0.0,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Hebei, Unknown city.",2018-12-01,1500000.0,0.0,1500000.0,Asset management,Unknown,,1500000.0,
2444,2018-12-01,2018-12-01,RISK-0057,Asset management,BL-002,Process,CF-003,Hebei,,LOC-0113,80000.0,0.0,80000.0,11.289794413577894,Low,0,0,,0.0,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Hebei, Unknown city.",2018-12-01,80000.0,0.0,80000.0,Asset management,Unknown,,80000.0,
2445,2018-12-01,,RISK-0031,Asset management,BL-002,People,CF-002,Zhejiang,Lishui,LOC-0469,750000.0,0.0,750000.0,13.527829818844937,Medium,0,1,155,,"Operational risk event: Internal fraud caused by People in Asset management located in Zhejiang, Lishui.",2018-12-01,750000.0,0.0,750000.0,Asset management,Unknown,,750000.0,
2446,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,Shuozhou,LOC-0882,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,156,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Shuozhou.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2447,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,Shuozhou,LOC-0882,300000.0,0.0,300000.0,12.611541086966115,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Shuozhou.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2448,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,,LOC-0082,450000.0,0.0,450000.0,13.017005083966255,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Unknown city.",2018-12-01,450000.0,0.0,450000.0,Asset management,Unknown,,450000.0,
2449,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,Henan,Nanyang,LOC-0050,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,156,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Nanyang.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2450,2018-12-01,,RISK-0066,Asset management,BL-002,Process,CF-003,Zhejiang,Zhoushan,LOC-0100,550000.0,0.0,550000.0,13.217675375388819,Medium,0,2,6,,"Operational risk event: Internal fraud caused by Process in Asset management located in Zhejiang, Zhoushan.",2018-12-01,550000.0,0.0,550000.0,Asset management,Unknown,,550000.0,
2451,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Henan,Anyang,LOC-0024,400000.0,0.0,400000.0,12.899222326086994,Medium,0,1,6155,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Henan, Anyang.",2018-12-01,400000.0,0.0,400000.0,Asset management,Unknown,,400000.0,
2452,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,"Inner mongolia,Inner mongolia",Alxa,LOC-0883,400000.0,0.0,400000.0,12.899222326086994,Medium,0,1,6155,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Inner mongolia,Inner mongolia, Alxa.",2018-12-01,400000.0,0.0,400000.0,Asset management,Unknown,,400000.0,
2453,2018-12-01,,RISK-0070,Payment and settlement,BL-006,People,CF-002,Jiangsu,,LOC-0126,810815.0,0.0,810815.0,13.605796426961724,Medium,0,1,6,,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Jiangsu, Unknown city.",2018-12-01,810815.0,0.0,810815.0,Payment and settlement,Unknown,,810815.0,
2454,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,"Beijing,Henan",,LOC-0653,1500000.0,0.0,1500000.0,14.220976332738882,High,0,0,,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Henan, Unknown city.",2018-12-01,1500000.0,0.0,1500000.0,Asset management,Unknown,,1500000.0,
2455,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,,LOC-0062,500000.0,0.0,500000.0,13.122365377402328,Medium,0,1,4,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city.",2018-12-01,500000.0,0.0,500000.0,Asset management,Unknown,,500000.0,
2456,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,Guangxi,Chongzuo,LOC-0884,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,113,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Guangxi, Chongzuo.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2457,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Beijing,,LOC-0035,250000.0,0.0,250000.0,12.429220196836383,Medium,0,1,6,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Unknown city.",2018-12-01,250000.0,0.0,250000.0,Asset management,Unknown,,250000.0,
2458,2018-12-01,2018-05-01,RISK-0065,Payment and settlement,BL-006,Process,CF-003,"Shanghai,Zhejiang,Chongqing","Taiyuan,Nanjing,Fuzhou,Sanming,Yantai",LOC-0885,1630000.0,0.0,1630000.0,14.30409118627969,High,0,4,9,,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Shanghai,Zhejiang,Chongqing, Taiyuan,Nanjing,Fuzhou,Sanming,Yantai.",2018-12-01,1630000.0,0.0,1630000.0,Payment and settlement,Unknown,,1630000.0,
2459,2018-12-01,,RISK-0065,Payment and settlement,BL-006,Process,CF-003,,,LOC-0062,50000.0,0.0,50000.0,10.819798284210286,Low,0,0,,,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Unknown province, Unknown city.",2018-12-01,50000.0,0.0,50000.0,Payment and settlement,Unknown,,50000.0,
2460,2018-09-01,,RISK-0017,No business line,BL-005,Process,CF-003,,,LOC-0062,500000.0,0.0,500000.0,13.122365377402328,Medium,0,0,,,"Operational risk event: Clients, products & business practices caused by Process in No business line located in Unknown province, Unknown city.",2018-09-01,500000.0,0.0,500000.0,No business line,Unknown,,500000.0,
2461,2018-12-01,,RISK-0057,Asset management,BL-002,Process,CF-003,,,LOC-0062,960000.0,0.0,960000.0,13.774689605110144,Medium,0,0,,,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Unknown city.",2018-12-01,960000.0,0.0,960000.0,Asset management,Unknown,,960000.0,
2462,2018-12-01,,RISK-0057,Asset management,BL-002,Process,CF-003,"Beijing,Guizhou",Guiyang,LOC-0744,495000.0,0.0,495000.0,13.112315061750808,Medium,0,1,8,,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Guizhou, Guiyang.",2018-12-01,495000.0,0.0,495000.0,Asset management,Unknown,,495000.0,
2463,2018-12-01,2018-12-01,RISK-0011,Asset management,BL-002,People,CF-002,Hebei,Handan,LOC-0101,50000.0,0.0,50000.0,10.819798284210286,Low,0,1,155,0.0,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Hebei, Handan.",2018-12-01,50000.0,0.0,50000.0,Asset management,Unknown,,50000.0,
2464,2018-12-01,2018-12-01,RISK-0011,Asset management,BL-002,People,CF-002,Shanghai,Handan,LOC-0886,200000.0,0.0,200000.0,12.206077645517674,Medium,0,1,13,0.0,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Shanghai, Handan.",2018-12-01,200000.0,0.0,200000.0,Asset management,Unknown,,200000.0,
2465,2018-12-01,2018-12-01,RISK-0011,Asset management,BL-002,People,CF-002,,Handan,LOC-0880,50000.0,0.0,50000.0,10.819798284210286,Low,0,1,13,0.0,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Handan.",2018-12-01,50000.0,0.0,50000.0,Asset management,Unknown,,50000.0,
2466,2018-12-01,,RISK-0014,Payment and settlement,BL-006,Process,CF-003,Beijing,"Lanzhou,Linxia",LOC-0887,30000.0,0.0,30000.0,10.308985993422082,Low,0,1,7,,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Beijing, Lanzhou,Linxia.",2018-12-01,30000.0,0.0,30000.0,Payment and settlement,Unknown,,30000.0,
2467,2018-12-01,,RISK-0036,Payment and settlement,BL-006,Process,CF-003,"Beijing,Jilin","Jilin,Changchun,Baicheng",LOC-0888,70000.0,0.0,70000.0,11.156264806643742,Low,0,1,48,,"Operational risk event: Internal fraud caused by Process in Payment and settlement located in Beijing,Jilin, Jilin,Changchun,Baicheng.",2018-12-01,70000.0,0.0,70000.0,Payment and settlement,Unknown,,70000.0,
2468,2018-12-01,,RISK-0006,Payment and settlement,BL-006,People,CF-002,Beijing,Changchun,LOC-0889,10000.0,0.0,10000.0,9.210440366976517,Low,0,1,8,,"Operational risk event: Execution, delivery & process management caused by People in Payment and settlement located in Beijing, Changchun.",2018-12-01,10000.0,0.0,10000.0,Payment and settlement,Unknown,,10000.0,
2469,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,Mianyang,LOC-0890,250000.0,0.0,250000.0,12.429220196836383,Medium,0,1,68,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Mianyang.",2018-12-01,250000.0,0.0,250000.0,Asset management,Unknown,,250000.0,
2470,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Beijing,"Taiyuan,Jincheng",LOC-0891,161000.0,0.0,161000.0,11.989165855127435,Medium,0,1,80,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Taiyuan,Jincheng.",2018-12-01,161000.0,0.0,161000.0,Asset management,Unknown,,161000.0,
2471,2018-12-01,,RISK-0016,Commercial banking,BL-003,Process,CF-003,"Shanghai,Guizhou",Guiyang,LOC-0892,900000.0,0.0,900000.0,13.710151153416941,Medium,0,4,15,,"Operational risk event: Clients, products & business practices caused by Process in Commercial banking located in Shanghai,Guizhou, Guiyang.",2018-12-01,900000.0,0.0,900000.0,Commercial banking,Unknown,,900000.0,
2472,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,,LOC-0062,300000.0,0.0,300000.0,12.611541086966115,Medium,0,0,,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2473,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,,LOC-0062,300000.0,0.0,300000.0,12.611541086966115,Medium,0,0,,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2474,2018-12-01,,RISK-0045,Asset management,BL-002,Process,CF-003,Beijing,Qiqihar,LOC-0893,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,103,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Qiqihar.",2018-12-01,300000.0,0.0,300000.0,Asset management,Unknown,,300000.0,
2475,2018-12-01,,RISK-0065,Payment and settlement,BL-006,Process,CF-003,Chongqing,,LOC-0128,588300.0,0.0,588300.0,13.284994000664124,Medium,0,1,14,,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Chongqing, Unknown city.",2018-12-01,588300.0,0.0,588300.0,Payment and settlement,Unknown,,588300.0,
2476,2018-11-01,,RISK-0045,Asset management,BL-002,Process,CF-003,,,LOC-0062,500000.0,0.0,500000.0,13.122365377402328,Medium,0,0,,,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city.",2018-11-01,500000.0,0.0,500000.0,Asset management,Unknown,,500000.0,
2477,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,,LOC-0062,55500000.0,0.0,55500000.0,17.83189359673468,Critical,1,7,8,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city.",2018-12-01,55500000.0,0.0,55500000.0,Asset management,Unknown,,55500000.0,
2478,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,,LOC-0062,33600000.0,0.0,33600000.0,17.330036654695338,Critical,1,0,,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city.",2018-12-01,33600000.0,0.0,33600000.0,Asset management,Unknown,,33600000.0,
2479,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,,LOC-0062,25300000.0,0.0,25300000.0,17.04631499322344,Critical,1,0,,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city.",2018-12-01,25300000.0,0.0,25300000.0,Asset management,Unknown,,25300000.0,
2480,2018-12-01,,RISK-0011,Asset management,BL-002,People,CF-002,,,LOC-0062,22800000.0,0.0,22800000.0,16.942271137784317,Critical,1,0,,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city.",2018-12-01,22800000.0,0.0,22800000.0,Asset management,Unknown,,22800000.0,
2481,2015-07-01,2018-11-01,RISK-0065,Payment and settlement,BL-006,Process,CF-003,,"Dalian,Xiamen",LOC-0894,3073000.0,0.0,3073000.0,14.938165166527472,High,0,3,11,40.0,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Unknown province, Dalian,Xiamen.",2015-07-01,3073000.0,0.0,3073000.0,Payment and settlement,Unknown,,3073000.0,
2482,2015-09-01,,RISK-0003,Payment and settlement,BL-006,People,CF-002,,,LOC-0062,2800000.0,0.0,2800000.0,14.845130332288226,High,0,0,,,"Operational risk event: Internal fraud caused by People in Payment and settlement located in Unknown province, Unknown city.",2015-09-01,2800000.0,0.0,2800000.0,Payment and settlement,Unknown,,2800000.0,
2483,2015-12-01,,RISK-0003,Payment and settlement,BL-006,People,CF-002,,,LOC-0062,800000.0,0.0,800000.0,13.592368256649284,Medium,0,0,,,"Operational risk event: Internal fraud caused by People in Payment and settlement located in Unknown province, Unknown city.",2015-12-01,800000.0,0.0,800000.0,Payment and settlement,Unknown,,800000.0,
2484,2016-02-01,,RISK-0070,Payment and settlement,BL-006,People,CF-002,,,LOC-0062,500000.0,0.0,500000.0,13.122365377402328,Medium,0,0,,,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Unknown province, Unknown city.",2016-02-01,500000.0,0.0,500000.0,Payment and settlement,Unknown,,500000.0,
2485,2018-11-01,,RISK-0011,Asset management,BL-002,People,CF-002,Anhui,Wuhu,LOC-0231,400000.0,0.0,400000.0,12.899222326086994,Medium,0,2,6,,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Anhui, Wuhu.",2018-11-01,400000.0,0.0,400000.0,Asset management,Unknown,,400000.0,
2486,2018-11-01,,RISK-0013,Retail banking,BL-007,Process,CF-003,Sichuan,Chengdu,LOC-0033,85000.0,0.0,85000.0,11.350418300109132,Low,0,1,130,,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Sichuan, Chengdu.",2018-11-01,85000.0,0.0,85000.0,Retail banking,Unknown,,85000.0,
