event_id,risk_id,business_unit_id,event_date_key,due_date_key,gross_loss,recovery_amount,net_loss,impact_level,probability_score,expected_loss,mitigation_status,description
2236,RISK-0011,2.0,20190501,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Shanghai, Unknown city."
2237,RISK-0011,2.0,20190501,,600000.0,0.0,600000.0,High,,600000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Beijing,Hubei, Jingmen."
2238,RISK-0045,2.0,20190501,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Hubei, Unknown city."
2239,RISK-0076,3.0,20190501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Commercial banking located in Unknown province, Bengbu."
2240,RISK-0057,2.0,20190501,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing, Dalian."
2241,RISK-0088,9.0,20190501,,1000000.0,0.0,1000000.0,Critical,,1000000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Trading & sales located in Beijing, Dalian."
2242,RISK-0058,9.0,20190601,,350000.0,0.0,350000.0,High,,350000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Shandong, Jinan."
2243,RISK-0031,2.0,20190501,,1700000.0,0.0,1700000.0,Critical,,1700000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing,Zhejiang, Nanjing,Hangzhou."
2244,RISK-0035,9.0,20190501,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Trading & sales located in Shandong, Dezhou."
2245,RISK-0086,5.0,20190501,,100000.0,0.0,100000.0,Medium,,100000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in No business line located in Unknown province, Jinan,Dezhou."
2246,RISK-0057,2.0,20190501,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Baicheng."
2247,RISK-0045,2.0,20190401,,30000.0,0.0,30000.0,Low,,30000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Nanyang."
2248,RISK-0045,2.0,20190501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Suzhou."
2249,RISK-0045,2.0,20190501,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Suzhou."
2250,RISK-0045,2.0,20190501,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Suzhou."
2251,RISK-0057,2.0,20190501,,350000.0,0.0,350000.0,High,,350000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Fuzhou."
2252,RISK-0057,2.0,20160301,,1800000.0,0.0,1800000.0,Critical,,1800000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Tianjin,Shanghai,Hunan, Shenzhen."
2253,RISK-0071,2.0,20190501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Unknown province, Qingdao."
2254,RISK-0071,2.0,20190501,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Unknown province, Weihai."
2255,RISK-0070,6.0,20190401,,7398000.0,0.0,7398000.0,Critical,,7398000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Beijing, Wenzhou."
2256,RISK-0045,2.0,20190501,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Lishui."
2257,RISK-0071,2.0,20190501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Shandong, Qingdao."
2258,RISK-0045,2.0,20190501,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Chaoyang."
2259,RISK-0070,6.0,20190501,,1400000.0,0.0,1400000.0,Critical,,1400000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Unknown province, Unknown city."
2260,RISK-0065,6.0,20190501,,90000.0,0.0,90000.0,Medium,,90000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Jiangxi, Nanchang."
2261,RISK-0065,6.0,20190501,,15000.0,0.0,15000.0,Low,,15000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Unknown province, Nanchang."
2262,RISK-0057,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Bayannur."
2263,RISK-0045,2.0,20190401,,350000.0,0.0,350000.0,High,,350000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Ordos."
2264,RISK-0011,2.0,20190501,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Jilin, Jilin,Baicheng."
2265,RISK-0045,2.0,20190501,,30000.0,0.0,30000.0,Low,,30000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Meishan."
2266,RISK-0045,2.0,20190501,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Xuancheng."
2267,RISK-0015,7.0,20190201,,60000.0,0.0,60000.0,Medium,,60000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Retail banking located in Unknown province, Qiqihar."
2268,RISK-0011,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Baotou."
2269,RISK-0014,6.0,20190501,,1003600.0,0.0,1003600.0,Critical,,1003600.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Beijing, Ningbo."
2270,RISK-0045,2.0,20190501,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Liaoning, Shenyang."
2271,RISK-0045,2.0,20190501,,136000.0,0.0,136000.0,Medium,,136000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Chengdu."
2272,RISK-0018,3.0,20190401,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Unknown province, Ordos."
2273,RISK-0016,3.0,20190401,,3440000.0,0.0,3440000.0,Critical,,3440000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Commercial banking located in Unknown province, Ordos."
2274,RISK-0011,2.0,20190501,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Henan, Xinyang."
2275,RISK-0045,2.0,20190501,,1850000.0,0.0,1850000.0,Critical,,1850000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shandong, Liaocheng."
2276,RISK-0045,2.0,20190501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shanghai, Unknown city."
2277,RISK-0057,2.0,20151201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Shanghai, Unknown city."
2278,RISK-0045,2.0,20160401,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shanghai, Unknown city."
2279,RISK-0035,9.0,20170501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Trading & sales located in Shanghai, Unknown city."
2280,RISK-0045,2.0,20171201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2281,RISK-0057,2.0,20171201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Unknown city."
2282,RISK-0013,7.0,20170601,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Shanghai, Unknown city."
2283,RISK-0057,2.0,20150201,,1000000.0,0.0,1000000.0,Critical,,1000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Tianjin,Shanghai, Unknown city."
2284,RISK-0031,2.0,20150301,,1000000.0,0.0,1000000.0,Critical,,1000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Shanghai, Nanjing."
2285,RISK-0011,2.0,,,2287968.0,0.0,2287968.0,Critical,,2287968.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Shanghai, Unknown city."
2286,RISK-0014,6.0,20190401,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Unknown province, Zhongwei."
2287,RISK-0045,2.0,20190401,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Haixi."
2288,RISK-0045,2.0,20161201,,1000000.0,0.0,1000000.0,Critical,,1000000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Shanghai, Unknown city."
2289,RISK-0065,6.0,20190501,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Beijing,Heilongjiang, Unknown city."
2290,RISK-0014,6.0,20190401,,401139.0,0.0,401139.0,High,,401139.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Beijing, Quanzhou."
2291,RISK-0045,2.0,20190401,,10000.0,0.0,10000.0,Low,,10000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Zhengzhou,Anyang."
2292,RISK-0045,2.0,20190501,,450000.0,0.0,450000.0,High,,450000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Hainan, Sanya."
2293,RISK-0045,2.0,20190101,,450000.0,0.0,450000.0,High,,450000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Alxa."
2294,RISK-0057,2.0,20190301,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Ulanqab."
2295,RISK-0057,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing, Nanjing."
2296,RISK-0045,2.0,20190401,,600000.0,0.0,600000.0,High,,600000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Shandong, Taian."
2297,RISK-0065,6.0,20190401,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Chongqing, Unknown city."
2298,RISK-0031,2.0,20190401,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Henan, Zhumadian."
2299,RISK-0045,2.0,20190401,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Henan, Zhumadian."
2300,RISK-0057,2.0,20190401,,70000.0,0.0,70000.0,Medium,,70000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Heilongjiang, Harbin."
2301,RISK-0011,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Liaoning, Shenyang."
2302,RISK-0045,2.0,20190401,,30000.0,0.0,30000.0,Low,,30000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Wuhu."
2303,RISK-0045,2.0,20190401,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing, Wuhu."
2304,RISK-0087,5.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in No business line located in Liaoning, Shenyang."
2305,RISK-0004,7.0,20190401,,800000.0,0.0,800000.0,High,,800000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Retail banking located in Liaoning, Shenyang."
2306,RISK-0063,9.0,20190401,,1600000.0,0.0,1600000.0,Critical,,1600000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Trading & sales located in Beijing,Jilin, Jilin."
2307,RISK-0071,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Guizhou, Guiyang."
2308,RISK-0058,9.0,20190401,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Beijing,Chongqing, Unknown city."
2309,RISK-0071,2.0,20190401,,700000.0,0.0,700000.0,High,,700000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Chongqing, Unknown city."
2310,RISK-0065,6.0,20190401,,4000.0,0.0,4000.0,Low,,4000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Unknown province, Chengdu,Liangshan."
2311,RISK-0045,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Tangshan."
2312,RISK-0057,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Dalian."
2313,RISK-0057,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Liaoning, Dalian."
2314,RISK-0045,2.0,20190401,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Hubei, Enshi."
2315,RISK-0045,2.0,20190401,,100000.0,0.0,100000.0,Medium,,100000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Hebei, Unknown city."
2316,RISK-0045,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Hebei,Shanghai, Shijiazhuang."
2317,RISK-0045,2.0,20190401,,2000000.0,0.0,2000000.0,Critical,,2000000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Hebei, Shijiazhuang."
2318,RISK-0045,2.0,20190401,,2200000.0,0.0,2200000.0,Critical,,2200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Hebei, Shijiazhuang."
2319,RISK-0057,2.0,20190401,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Huangshan."
2320,RISK-0057,2.0,20190401,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Tianjin, Unknown city."
2321,RISK-0071,2.0,20190401,,30000.0,0.0,30000.0,Low,,30000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Jilin, Jilin."
2322,RISK-0058,9.0,20190401,,403908.0,0.0,403908.0,High,,403908.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Unknown province, Unknown city."
2323,RISK-0018,3.0,20190401,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Henan, Nanyang."
2324,RISK-0045,2.0,20190301,,30000.0,0.0,30000.0,Low,,30000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Linfen."
2325,RISK-0057,2.0,20190401,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Chongqing, Unknown city."
2326,RISK-0045,2.0,20190401,,900000.0,0.0,900000.0,High,,900000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Chongqing, Unknown city."
2327,RISK-0016,3.0,20190301,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Commercial banking located in Inner mongolia,Inner mongolia, Hohhot."
2328,RISK-0011,2.0,20190301,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Inner mongolia,Inner mongolia, Unknown city."
2329,RISK-0045,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Inner mongolia,Inner mongolia, Unknown city."
2330,RISK-0071,2.0,20190301,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Shanxi, Xinzhou."
2331,RISK-0003,6.0,20190301,,850000.0,0.0,850000.0,High,,850000.0,Unknown,"Operational risk event: Internal fraud caused by People in Payment and settlement located in Unknown province, Jiaxing."
2332,RISK-0057,2.0,20190401,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Guangdong, Unknown city."
2333,RISK-0057,2.0,20190401,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Guangdong, Unknown city."
2334,RISK-0035,9.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Trading & sales located in Unknown province, Leshan."
2335,RISK-0011,2.0,20190301,,400000.0,0.0,400000.0,High,,400000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Luzhou."
2336,RISK-0058,9.0,20190401,,60000.0,0.0,60000.0,Medium,,60000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Shanghai, Unknown city."
2337,RISK-0045,2.0,20190401,,30000.0,0.0,30000.0,Low,,30000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shaanxi, Xi'an."
2338,RISK-0011,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Binzhou."
2339,RISK-0057,2.0,20190301,,350000.0,0.0,350000.0,High,,350000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Shandong, Binzhou."
2340,RISK-0057,2.0,20190301,,350000.0,0.0,350000.0,High,,350000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Binzhou."
2341,RISK-0045,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shandong, Qingdao,Zibo."
2342,RISK-0016,3.0,20190301,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Commercial banking located in Shandong, Unknown city."
2343,RISK-0045,2.0,20190301,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2344,RISK-0045,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2345,RISK-0045,2.0,20190301,,550000.0,0.0,550000.0,High,,550000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shandong, Taian."
2346,RISK-0045,2.0,20190301,,350000.0,0.0,350000.0,High,,350000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Shandong, Jinan."
2347,RISK-0045,2.0,20190301,,550000.0,0.0,550000.0,High,,550000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Tianjin,Shandong, Jinan."
2348,RISK-0070,6.0,20190301,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Shandong, Zibo."
2349,RISK-0045,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Tianjin, Unknown city."
2350,RISK-0045,2.0,20171201,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Qingdao."
2351,RISK-0011,2.0,20171201,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Unknown province, Unknown city."
2352,RISK-0015,7.0,20190101,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Retail banking located in Unknown province, Unknown city."
2353,RISK-0045,2.0,20190301,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2354,RISK-0071,2.0,20190301,,1200000.0,0.0,1200000.0,Critical,,1200000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Unknown province, Guigang."
2355,RISK-0065,6.0,20190301,,470450.0,0.0,470450.0,High,,470450.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Unknown province, Qinzhou."
2356,RISK-0071,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Guizhou, Guiyang."
2357,RISK-0045,2.0,20190401,,20000.0,0.0,20000.0,Low,,20000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Zhengzhou."
2358,RISK-0015,7.0,20190301,,100000.0,0.0,100000.0,Medium,,100000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Retail banking located in Unknown province, Zhengzhou."
2359,RISK-0058,9.0,20190301,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Beijing, Qingdao."
2360,RISK-0031,2.0,20190301,,900000.0,0.0,900000.0,High,,900000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing, Qingdao."
2361,RISK-0045,2.0,20190301,,100000.0,0.0,100000.0,Medium,,100000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Hebei, Shijiazhuang."
2362,RISK-0011,2.0,20190301,,7126000.0,0.0,7126000.0,Critical,,7126000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Inner mongolia,Jiangsu,Henan,Inner mongolia, Dalian,Jinzhou,Fuxin,Lianyungang,Qingdao,Lanzhou,Baiyin."
2363,RISK-0031,2.0,20190301,,2000000.0,0.0,2000000.0,Critical,,2000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing,Liaoning,Hongkong, Dalian,Jinzhou."
2364,RISK-0034,5.0,,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: Employment practices and workplace safety caused by Process in No business line located in Beijing,Inner mongolia,Inner mongolia, Unknown city."
2365,RISK-0045,2.0,,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Inner mongolia,Inner mongolia, Unknown city."
2366,RISK-0045,2.0,20190401,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Fujian, Fuzhou."
2367,RISK-0045,2.0,20190401,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2368,RISK-0045,2.0,20190401,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2369,RISK-0045,2.0,20190401,,100000.0,0.0,100000.0,Medium,,100000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2370,RISK-0045,2.0,20190401,,150000.0,0.0,150000.0,Medium,,150000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2371,RISK-0057,2.0,20190301,,60000.0,0.0,60000.0,Medium,,60000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Fujian, Fuzhou."
2372,RISK-0045,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Liaoning, Dalian."
2373,RISK-0045,2.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Unknown province, Unknown city."
2374,RISK-0065,6.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Unknown province, Unknown city."
2375,RISK-0057,2.0,20190301,,450000.0,0.0,450000.0,High,,450000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing,Fujian, Fuzhou."
2376,RISK-0045,2.0,20190201,,480000.0,0.0,480000.0,High,,480000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Sichuan, Guang'an."
2377,RISK-0016,3.0,20190301,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Commercial banking located in Unknown province, Dalian."
2378,RISK-0045,2.0,20190301,,105000.0,0.0,105000.0,Medium,,105000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Liaoning, Shenyang."
2379,RISK-0045,2.0,20190201,,5000.0,0.0,5000.0,Low,,5000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Chongqing, Unknown city."
2380,RISK-0076,3.0,20190201,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Commercial banking located in Beijing,Hubei, Unknown city."
2381,RISK-0013,7.0,20190201,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Sichuan, Dazhou."
2382,RISK-0045,2.0,20190201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Beijing,Guangdong, Unknown city."
2383,RISK-0063,9.0,20190301,,6600000.0,0.0,6600000.0,Critical,,6600000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Trading & sales located in Tianjin,Heilongjiang,Sichuan,Hongkong, Panzhihua."
2384,RISK-0063,9.0,20190201,,250000.0,0.0,250000.0,High,,250000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Trading & sales located in Beijing,Zhejiang, Taizhou."
2385,RISK-0057,2.0,20190301,,800000.0,0.0,800000.0,High,,800000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Beijing, Nanjing."
2386,RISK-0005,7.0,20190301,,2000000.0,0.0,2000000.0,Critical,,2000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Beijing, Dalian."
